Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
John Day,Upper John Day; Lower John Day,17070201; 17070204,23884,John Day River,1.21E+12,0 to 278.3,278.3,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 35841 River Mile 274 FROM 7/7/2000 To 8/18/2001 1 out of 2 (50%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,24458,Antelope Creek,1.21E+12,0 to 14.1,14.1,Temperature,Year Round,Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedences of the redband and lahontan cutthroat trout criterion ( 20 C) as high as 21.9 C in August 2001 at LASAR station 27728, Antelope Creek downstream of Duncan Spring and as high as  27.4 C in May 2001  at LASAR station 27729, Antelope Creek upstream of Willow Valley Reservoir.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,2182,Antelope Creek,1.21E+12,2 to 3,1,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,Previous Data:  BLM data : 7 day average of daily maximums in 1997 at lower site 79.5°F exceeded temperature standard (64). Lower mile water quality limited.,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,,,,,
Klamath,Lost,18010204,12738,Barnes Valley Creek,1.21E+12,0 to 14,14,Temperature,Year Round (Non-spawning),Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ] LASAR 29444 River Mile 9.6: From 7/6/2002 to 9/21/2002, 45 days with 7-day-average maximum > 20 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,12737,Ben Hall Creek,1.21E+12,0 to 8.7,8.7,Temperature,Year Round (Non-spawning),Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [BLM - Klamath Falls RA] LASAR 27730 River Mile 6.8: From 7/26/2001 to 10/9/2001, 40 days with 7-day-average maximum > 20 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,2031,Ben Hall Creek/Gerber Reservoir,1210575421741/1211007422038,0.5 to 6.5,6,Aquatic Weeds Or Algae,Undefined,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.",Drinking water; Fishing; Aesthetics; Livestock watering; Water supply; Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2010,1 health advisory issued by Oregon Harmful Algae Bloom Surveillance (HABS) program through October 2010 based on cell counts or toxicity levels.,,,,
Klamath,Lost,18010204,12766,Buck Creek,1.21E+12,0 to 12.8,12.8,Temperature,Year Round (Non-spawning),Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [USBR] LASAR 28296 River Mile 0.8: From 7/28/2001 to 10/14/2001, 30 days with 7-day-average maximum > 20 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,24459,East Branch Lost River,1.21E+12,0 to 2.4,2.4,Temperature,Year Round,Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedences of the redband and lahontan cutthroat trout criterion ( 20 C) as high as 22.3 C in August 2001 at LASAR station 27727, East Branch Lost River downstream of Will Valley Reservoir.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,21952,Klamath Strait,1.22E+12,0 to 9.8,9.8,Ammonia,Year Round,Table 20 Toxic Substances,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  DEQ] LASAR 23240 River Mile 0: From 3/1/2000 to 3/1/2000, 0 out of 1 samples > applicable Table 20 criterion.
[DEQ/ODA - Salem] LASAR 10763 River Mile 0: From 1/11/1994 to 11/18/2003, 6 out of 100 samples > applicable Table 20 criterion.
[DEQ] LASAR 12490 River Mile 0: From 5/20/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,24480,Klamath Strait,1.22E+12,0 to 9.8,9.8,Arsenic,Year Round,Table 40 Human Health Criteria for Toxic Pollutants,Human health; Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2012,No status change,"2012 Data:
[ODEQ] STATION 10763 at RM 2 for 10 samples from 01/26/2010 to 11/15/2011, 10 of 10 valid samples exceed the 2.1 ug/L criteria 

2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences out of 5 samples collected at LASAR station 10763, Klamath Strait at USBR Pump Station F, between 1/26/10 and 9/21/10.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,2027,Klamath Strait,1.22E+12,0 to 9.8,9.8,Chlorophyll a,Summer,"Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l",Fishing; Water contact recreation; Aesthetics; Livestock watering; Water supply,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  DEQ/ODA - Salem] LASAR 10763 River Mile 0.0: From 7/19/1994 to 9/30/1994, average Chlorophyll a of 0.098 for 3 samples in 3 months.
[DEQ] LASAR 12490 River Mile 0: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.026 for 1 samples in 1 months.

Previous Data: 
DEQ Data (Site 402440; RM 2.0): 55% (18 of 33) Summer values exceeded chlorophyll a standard (15 ug/l) with a maximum of 450 between WY 1986 - 1995.
Previous Assessment Year: 1998","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,21949,Klamath Strait,1.22E+12,0 to 9.8,9.8,Dissolved Oxygen,Year Round (Non-spawning),Cool water: Not less than 6.5 mg/l,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ] LASAR 10763 River Mile 0: From 7/19/1994 to 9/24/2003, 19 out of 21 samples (90%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10763 River Mile 0: From 1/11/1994 to 11/18/2003, 12 out of 42 samples (29%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 12490 River Mile 0: From 5/20/2003 to 5/21/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 12490 River Mile 0: From 8/26/2003 to 8/28/2003, 3 out of 3 samples (100%) < 6.5 mg/l and applicable % saturation.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,24481,Klamath Strait,1.22E+12,0 to 9.8,9.8,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedences of the 406 maximum criteria out of 16 days of sampling at LASAR station 10763, Klamath Strait at USBR Pump Station F, between 7/23/02 and 9/21/10.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,12726,Lapham Creek,1.21E+12,0 to 4,4,Temperature,Year Round (Non-spawning),Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [USFS-W/F] LASAR 31208 River Mile 1.9: From 5/3/2002 to 9/27/2002, 55 days with 7-day-average maximum > 20 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,12732,Long Branch Creek,1.21E+12,0 to 4.6,4.6,Temperature,Year Round (Non-spawning),Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [USFS-W/F] LASAR 31209 River Mile 2.6: From 5/27/2002 to 7/21/2002, 33 days with 7-day-average maximum > 20 degrees Celsius.
[BLM - Klamath Falls RA] LASAR 27731 River Mile 1.2: From 4/23/2001 to 9/28/2001, 108 days with 7-day-average maximum > 20 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,14826,Lost River,1.21E+12,4.8 to 65.4,60.6,Ammonia,Year Round,Table 20 Toxic Substances,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  ote: Segment based on river miles at Oregon border.  May need to correct station river miles.
[DEQ] LASAR 28290 River Mile 35.5: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 30478 River Mile 17.1: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 30182 River Mile 2.6: From 5/20/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 30179 River Mile 21.4: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 30177 River Mile 45: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 30176 River Mile 50.4: From 5/22/2003 to 8/27/2003, 0 out of 3 samples > applicable Table 20 criterion.
[DEQ] LASAR 28294 River Mile 50.4: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 28293 River Mile 2.6: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.
[DEQ] LASAR 13045 River Mile 4.7: From 9/30/1997 to 9/30/1997, 0 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13044 River Mile 5.6: From 9/30/1997 to 9/30/1997, 0 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13042 River Mile 4.8: From 9/30/1997 to 9/30/1997, 0 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13041 River Mile 4.8: From 9/30/1997 to 9/30/1997, 0 out of 1 samples > applicable Table 20 criterion.
[DEQ/ODA - Salem] LASAR 10759 River Mile 8.3: From 1/11/1994 to 11/18/2003, 3 out of 86 samples > applicable Table 20 criterion.
[DEQ] LASAR 10758 River Mile 2.7: From 9/30/1997 to 8/27/2003, 0 out of 5 samples > applicable Table 20 criterion.
[DEQ] LASAR 28291 River Mile 38.7: From 5/21/2003 to 8/27/2003, 0 out of 4 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,14828,Lost River,1.21E+12,4.8 to 65.4,60.6,Arsenic,Year Round,Table 40 Human Health Criteria for Toxic Pollutants,Human health; Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2012,No status change,"2012 Data:
[ODEQ] STATION 10759 at RM 13.4 for 9 samples from 01/26/2010 to 11/15/2011, 8 of 9 valid samples exceed the 2.1 ug/L criteria 

2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences from samples collected at LASAR station 10759, Lost River at Hwy 39 (Merrill), between 1/26/10 and 9/21/10.

Previous Data:
Note: Segment based on river miles at Oregon border.  May need to correct station river miles.
[DEQ] LASAR 13042 River Mile 4.8: From 9/30/1997 to 9/30/1997, 1 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13045 River Mile 4.7: From 9/30/1997 to 9/30/1997, 1 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13044 River Mile 5.6: From 9/30/1997 to 9/30/1997, 1 out of 1 samples > applicable Table 20 criterion.
[DEQ] LASAR 13041 River Mile 4.8: From 9/30/1997 to 9/30/1997, 1 out of 1 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Klamath,Lost,18010204,2029,Lost River,1.21E+12,4.8 to 65.4,60.6,Chlorophyll a,Summer,"Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l",Aesthetics; Livestock watering; Fishing; Water supply; Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  ote: Segment based on river miles at Oregon border.  May need to correct station river miles. 
[DEQ] LASAR 28290 River Mile 35.5: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.003 for 1 samples in 1 months.
[DEQ] LASAR 30182 River Mile 2.6: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.008 for 1 samples in 1 months.
[DEQ] LASAR 30177 River Mile 45: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.002 for 1 samples in 1 months.
[DEQ] LASAR 30478 River Mile 17.1: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.026 for 1 samples in 1 months.
[DEQ] LASAR 30176 River Mile 50.4: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.003 for 1 samples in 1 months.
[DEQ] LASAR 28291 River Mile 38.7: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.004 for 1 samples in 1 months.
[DEQ/ODA - Salem] LASAR 10759 River Mile 8.3: From 9/15/1997 to 9/30/1997, average Chlorophyll a of 0.042 for 1 samples in 1 months.
[DEQ] LASAR 10758 River Mile 2.7: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.007 for 1 samples in 1 months.
[DEQ] LASAR 28293 River Mile 2.6: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.008 for 1 samples in 1 months.
[DEQ] LASAR 28294 River Mile 50.4: From 8/27/2003 to 9/30/2003, average Chlorophyll a of 0.001 for 1 samples in 1 months.

Previous Data: 
DEQ Data (2 Sites: 402435, 402436; RM 7.7, 12.1): 25% (2 of 8), 40% (2 of 5) Summer values exceeded chlorophyll a standard (15 ug/l) with maximum values of 17, 31 respectively between WY 1986 - 1995.
Note: Segment river miles corrected to reflect Oregon border.  May need to correct station river miles.
Previous Assessment Year: 1998","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
Klamath,Lost,18010204,21087,Lost River,1.21E+12,4.8 to 65.4,60.6,Dissolved Oxygen,Year Round (Non-spawning),Cool water: Not less than 6.5 mg/l,Cool-water aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  Note: Segment based on river miles at Oregon border.  May need to correct station river miles. 
[DEQ] LASAR 28293 River Mile 2.6: From 8/26/2003 to 8/27/2003, 1 out of 2 samples (50%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28294 River Mile 50.4: From 8/26/2003 to 8/27/2003, 2 out of 2 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30176 River Mile 50.4: From 5/22/2003 to 5/22/2003, 0 out of 1 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30176 River Mile 50.4: From 8/26/2003 to 8/27/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 13045 River Mile 4.7: From 9/30/1997 to 9/30/1997, 1 out of 1 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30177 River Mile 45: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30177 River Mile 45: From 8/26/2003 to 8/27/2003, 2 out of 2 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30179 River Mile 21.4: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30179 River Mile 21.4: From 8/26/2003 to 8/27/2003, 2 out of 2 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28294 River Mile 50.4: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30182 River Mile 2.6: From 8/26/2003 to 8/28/2003, 3 out of 3 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30478 River Mile 17.1: From 8/26/2003 to 8/28/2003, 3 out of 3 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30478 River Mile 17.1: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28291 River Mile 38.7: From 8/26/2003 to 8/27/2003, 2 out of 2 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28291 River Mile 38.7: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28290 River Mile 35.5: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 13044 River Mile 5.6: From 9/30/1997 to 9/30/1997, 1 out of 1 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10759 River Mile 8.3: From 1/11/1994 to 11/18/2003, 1 out of 39 samples (3%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10759 River Mile 8.3: From 1/11/1994 to 11/18/2003, 1 out of 39 samples (3%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10759 River Mile 8.3: From 7/19/1994 to 9/24/2003, 12 out of 21 samples (57%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 30182 River Mile 2.6: From 5/20/2003 to 5/21/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28293 River Mile 2.6: From 5/21/2003 to 5/22/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10759 River Mile 8.3: From 7/19/1994 to 9/24/2003, 12 out of 21 samples (57%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 28290 River Mile 35.5: From 8/26/2003 to 8/27/2003, 2 out of 2 samples (100%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10758 River Mile 2.7: From 5/20/2003 to 5/21/2003, 0 out of 2 samples (0%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10758 River Mile 2.7: From 9/30/1997 to 8/27/2003, 3 out of 3 samples (100%) < 6.5 mg/l and applicable % saturation.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
